region,ics,trust_code,trust_name,hosp_code,hosp_name,country,mortality_denom_N,died30_n,died30_perc,died90_n,died90_perc,died30hospcount_reason_N,COD30_diag_code_highest_diag_1,COD30_diag_code_highest_diag_2,COD30_diag_code_highest_diag_3,COD30diagcount_highest_diag_1,COD30diagcount_highest_diag_2,COD30diagcount_highest_diag_3,CODdiag30perc_highest_diag_1,CODdiag30perc_highest_diag_2,CODdiag30perc_highest_diag_3,died90hospcount_reason_N,COD90_diag_code_highest_diag_1,COD90_diag_code_highest_diag_2,COD90_diag_code_highest_diag_3,COD90diagcount_highest_diag_1,COD90diagcount_highest_diag_2,COD90diagcount_highest_diag_3,CODdiag90perc_highest_diag_1,CODdiag90perc_highest_diag_2,CODdiag90perc_highest_diag_3,readmitted30_N,readmitted30_No_n,readmitted30_No_perc,readmitted30_Yes_n,readmitted30_Yes_perc,readmitted90_N,readmitted90_No_n,readmitted90_No_perc,readmitted90_Yes_n,readmitted90_Yes_perc,read30hospcount_reason_N,readmiss30_diag_code_highest_diag_1,readmiss30_diag_code_highest_diag_2,readmiss30_diag_code_highest_diag_3,readmiss30diagcount_highest_diag_1,readmiss30diagcount_highest_diag_2,readmiss30diagcount_highest_diag_3,readmissdiag30perc_highest_diag_1,readmissdiag30perc_highest_diag_2,readmissdiag30perc_highest_diag_3,read90hospcount_reason_N,readmiss90_diag_code_highest_diag_1,readmiss90_diag_code_highest_diag_2,readmiss90_diag_code_highest_diag_3,readmiss90diagcount_highest_diag_1,readmiss90diagcount_highest_diag_2,readmiss90diagcount_highest_diag_3,readmissdiag90perc_highest_diag_1,readmissdiag90perc_highest_diag_2,readmissdiag90perc_highest_diag_3,age_N,age_median,age_lo.quart,age_hi.quart,gender_N,gender_Male_n,gender_Male_perc,gender_Female_n,gender_Female_perc,gender_Transgender_n,gender_Transgender_perc,gender_Other_n,gender_Other_perc,gender_Not_recorded/Preferred_not_to_say_n,gender_Not_recorded/Preferred_not_to_say_perc,IMD_quintile_all_N,IMD_quintile_all_1_n,IMD_quintile_all_1_perc,IMD_quintile_all_2_n,IMD_quintile_all_2_perc,IMD_quintile_all_3_n,IMD_quintile_all_3_perc,IMD_quintile_all_4_n,IMD_quintile_all_4_perc,IMD_quintile_all_5_n,IMD_quintile_all_5_perc,IMD_quintile_all_Missing_n,IMD_quintile_all_Missing_perc,CCIweightedcat_N,CCIweightedcat_0-1_n,CCIweightedcat_0-1_perc,CCIweightedcat_2_n,CCIweightedcat_2_perc,CCIweightedcat_3_n,CCIweightedcat_3_perc,CCIweightedcat_4_n,CCIweightedcat_4_perc,CCIweightedcat_5_n,CCIweightedcat_5_perc,CCIweightedcat_6_n,CCIweightedcat_6_perc,CCIweightedcat_7+_n,CCIweightedcat_7+_perc
North West ,Greater Manchester Health and Social Care Partnership ,R0A,Manchester University NHS Foundation Trust,WYT,Wythenshawe Hospital,England,646,37,5.7,62,9.6,37,J44,I25,A41,27,<5,<5,73,-,-,62,J44,I25,C50,40,<5,<5,64.5,-,-,623,479,76.9,144,23.1,623,355,57,268,43,175,J44,J18,J43,58,25,8,33.1,14.3,4.6,480,J44,J18,N18,159,51,19,33.1,10.6,4,646,72,64,79,646,253,39.2,389,60.2,0,0,0,0,<5,-,646,279,43.2,90,13.9,81,12.5,116,18,73,11.3,7,1.1,646,418,64.7,56,8.7,115,17.8,25,3.9,17,2.6,6,0.9,9,1.4
North West ,Greater Manchester Health and Social Care Partnership ,RW6,Northern Care Alliance NHS Foundation Trust,BRY,Fairfield General Hospital,England,898,60,6.7,108,12,60,J44,C34,F03,34,<5,<5,56.7,-,-,108,J44,C34,I25,59,7,5,54.6,6.5,4.6,869,632,72.7,237,27.3,869,478,55,391,45,301,J44,J18,N18,119,44,10,39.5,14.6,3.3,656,J44,J18,I50,243,85,14,37,13,2.1,898,72,64,80,898,367,40.9,531,59.1,0,0,0,0,0,0,898,426,47.4,220,24.5,95,10.6,99,11,51,5.7,7,0.8,898,587,65.4,77,8.6,147,16.4,43,4.8,21,2.3,8,0.9,15,1.7
North West ,Greater Manchester Health and Social Care Partnership ,RW6,Northern Care Alliance NHS Foundation Trust,NMG,North Manchester General Hospital,England,510,21,4.1,45,8.8,21,J44,C34,I21,12,<5,<5,57.1,-,-,45,J44,C34,I21,25,<5,<5,55.6,-,-,505,381,75.4,124,24.6,505,295,58.4,210,41.6,162,J44,J18,N18,50,25,19,30.9,15.4,11.7,380,J44,N18,J18,119,53,49,31.3,13.9,12.9,510,71,61,78,510,187,36.7,323,63.3,0,0,0,0,0,0,510,373,73.1,95,18.6,23,4.5,9,1.8,5,1,5,1,510,329,64.5,33,6.5,106,20.8,21,4.1,13,2.5,<5,-,5,1
North West ,Greater Manchester Health and Social Care Partnership ,RW6,Northern Care Alliance NHS Foundation Trust,OHM,Royal Oldham Hospital,England,570,32,5.6,70,12.3,32,J44,C34,I21,22,<5,<5,68.8,-,-,70,J44,C34,I21,47,<5,<5,67.1,-,-,560,429,76.6,131,23.4,560,336,60,224,40,158,J44,J18,I50,68,22,6,43,13.9,3.8,395,J44,J18,I50,168,45,11,42.5,11.4,2.8,570,71,63,79,570,260,45.6,309,54.2,0,0,0,0,<5,-,570,343,60.2,84,14.7,50,8.8,73,12.8,13,2.3,7,1.2,570,353,61.9,52,9.1,111,19.5,28,4.9,15,2.6,6,1.1,5,0.9
North West ,Greater Manchester Health and Social Care Partnership ,RM3,Northern Care Alliance NHS Foundation Trust,SRH,Salford Royal Hospital,England,619,23,3.7,56,9,23,J44,I21,C26,14,5,<5,60.9,21.7,-,56,J44,I21,C34,36,5,<5,64.3,8.9,-,604,475,78.6,129,21.4,604,334,55.3,270,44.7,172,J44,J18,N18,37,36,13,21.5,20.9,7.6,462,J44,J18,N18,127,74,39,27.5,16,8.4,619,72,64,79,619,238,38.4,381,61.6,0,0,0,0,0,0,619,338,54.6,144,23.3,57,9.2,40,6.5,34,5.5,6,1,619,397,64.1,61,9.9,106,17.1,25,4,16,2.6,<5,-,10,1.6
North West ,Greater Manchester Health and Social Care Partnership ,RWJ,Stockport NHS Foundation Trust,SHH,Stepping Hill Hospital,England,487,17,3.5,45,9.2,17,J44,C34,I25,13,<5,<5,76.5,-,-,45,J44,C34,I25,29,<5,<5,64.4,-,-,471,336,71.3,135,28.7,471,234,49.7,237,50.3,166,J44,J18,C34,76,28,5,45.8,16.9,3,438,J44,J18,I50,192,66,14,43.8,15.1,3.2,487,72,64,79,487,245,50.3,242,49.7,0,0,0,0,0,0,487,155,31.8,117,24,80,16.4,65,13.3,59,12.1,11,2.3,487,313,64.3,30,6.2,104,21.4,15,3.1,16,3.3,<5,-,8,1.6
North West ,Greater Manchester Health and Social Care Partnership ,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,TGA,Tameside General Hospital,England,837,61,7.3,124,14.8,61,J44,C34,I21,40,7,<5,65.6,11.5,-,124,J44,C34,I25,67,14,5,54,11.3,4,805,623,77.4,182,22.6,805,456,56.6,349,43.4,235,J44,J18,N18,89,43,14,37.9,18.3,6,609,J44,J18,N18,202,102,40,33.2,16.7,6.6,837,73,66,80,837,373,44.6,463,55.3,0,0,0,0,<5,-,837,487,58.2,157,18.8,123,14.7,45,5.4,21,2.5,<5,-,837,458,54.7,46,5.5,199,23.8,55,6.6,42,5,11,1.3,26,3.1
North West ,Greater Manchester Health and Social Care Partnership ,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",AEI,Royal Albert Edward Infirmary,England,507,43,8.5,83,16.4,43,J44,I25,C34,25,<5,<5,58.1,-,-,83,J44,C34,I25,45,7,6,54.2,8.4,7.2,483,351,72.7,132,27.3,483,251,52,232,48,173,J44,J18,D75,74,23,13,42.8,13.3,7.5,418,J44,J18,D75,166,57,23,39.7,13.6,5.5,507,73,66,80,507,230,45.4,276,54.4,0,0,0,0,<5,-,507,223,44,107,21.1,72,14.2,52,10.3,47,9.3,6,1.2,507,331,65.3,29,5.7,102,20.1,19,3.7,11,2.2,<5,-,13,2.6
North West ,Lancashire and South Cumbria ,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,VIC,Victoria Hospital,England,172,<5,-,12,7,<5,J44,G30,J18,<5,<5,<5,-,-,-,12,J44,C34,G30,7,<5,<5,58.3,-,-,171,141,82.5,30,17.5,171,117,68.4,54,31.6,48,J44,C34,J18,22,14,<5,45.8,29.2,-,99,J44,C34,J18,43,18,10,43.4,18.2,10.1,172,72,62,79,172,70,40.7,102,59.3,0,0,0,0,0,0,172,82,47.7,40,23.3,12,7,29,16.9,9,5.2,0,0,172,116,67.4,12,7,28,16.3,10,5.8,<5,-,0,0,<5,-
North West ,Lancashire and South Cumbria ,RXR,East Lancashire Hospitals NHS Trust,BLA,Royal Blackburn Hospital,England,1134,65,5.7,142,12.5,65,J44,C34,I21,45,8,<5,69.2,12.3,-,142,J44,C34,I25,83,16,8,58.5,11.3,5.6,1099,785,71.4,314,28.6,1099,576,52.4,523,47.6,429,J44,J18,C34,212,36,14,49.4,8.4,3.3,940,J44,J18,C34,416,86,31,44.3,9.1,3.3,1134,71,62,78,1134,488,43,644,56.8,0,0,0,0,<5,-,1134,675,59.5,210,18.5,90,7.9,103,9.1,45,4,11,1,1134,686,60.5,109,9.6,186,16.4,78,6.9,36,3.2,18,1.6,21,1.9
North West ,Lancashire and South Cumbria ,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,CHO,Chorley Hospital,England,311,27,8.7,47,15.1,27,J44,I21,C34,15,<5,<5,55.6,-,-,47,J44,I21,J43,26,5,<5,55.3,10.6,-,298,217,72.8,81,27.2,298,161,54,137,46,121,J44,N18,J18,43,12,11,35.5,9.9,9.1,275,J44,N18,J18,76,37,29,27.6,13.5,10.5,311,73,66,80,311,139,44.7,172,55.3,0,0,0,0,0,0,311,54,17.4,77,24.8,55,17.7,73,23.5,46,14.8,6,1.9,311,182,58.5,35,11.3,53,17,23,7.4,11,3.5,<5,-,5,1.6
North West ,Lancashire and South Cumbria ,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,RPH,Royal Preston Hospital,England,478,29,6.1,57,11.9,29,J44,J18,G30,20,<5,<5,69,-,-,57,J44,J18,J43,36,<5,<5,63.2,-,-,462,353,76.4,109,23.6,462,251,54.3,211,45.7,130,J44,J18,A41,63,13,7,48.5,10,5.4,400,J44,J18,A41,167,41,14,41.8,10.2,3.5,478,71,62,79,478,206,43.1,272,56.9,0,0,0,0,0,0,478,168,35.1,116,24.3,65,13.6,57,11.9,62,13,10,2.1,478,273,57.1,42,8.8,96,20.1,28,5.9,20,4.2,6,1.3,13,2.7
North West ,Lancashire and South Cumbria ,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,FGH,Furness General,England,363,29,8,55,15.2,29,J44,C34,I25,21,<5,<5,72.4,-,-,55,J44,C34,C15,35,5,<5,63.6,9.1,-,342,275,80.4,67,19.6,342,211,61.7,131,38.3,86,J44,J18,C34,31,10,6,36,11.6,7,219,J44,J18,C34,58,18,14,26.5,8.2,6.4,363,72,67,78,363,168,46.3,195,53.7,0,0,0,0,0,0,363,145,39.9,69,19,66,18.2,59,16.3,20,5.5,<5,-,363,201,55.4,27,7.4,92,25.3,20,5.5,11,3,6,1.7,6,1.7
North West ,Lancashire and South Cumbria ,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,RLI,Royal Lancaster Infirmary,England,325,23,7.1,45,13.8,23,J44,C34,C80,18,<5,<5,78.3,-,-,45,J44,C34,I21,33,<5,<5,73.3,-,-,312,252,80.8,60,19.2,312,186,59.6,126,40.4,79,J44,J18,J96,35,9,<5,44.3,11.4,-,202,J44,J18,J96,75,23,6,37.1,11.4,3,325,73,66,79,325,149,45.8,176,54.2,0,0,0,0,0,0,325,109,33.5,56,17.2,58,17.8,69,21.2,31,9.5,<5,-,325,197,60.6,34,10.5,55,16.9,19,5.8,13,4,0,0,7,2.2
South East ,"Buckinghamshire, Oxfordshire and Berkshire West ",RTH,Oxford University Hospitals NHS Foundation Trust,HOR,Horton General Hospital,England,239,20,8.4,38,15.9,20,J44,A41,C34,12,<5,<5,60,-,-,38,J44,I21,I25,23,<5,<5,60.5,-,-,223,163,73.1,60,26.9,223,129,57.8,94,42.2,82,J44,J18,A41,23,9,6,28,11,7.3,180,J44,J18,A41,59,16,15,32.8,8.9,8.3,239,76,68,81,239,129,54,110,46,0,0,0,0,0,0,239,43,18,19,7.9,57,23.8,58,24.3,60,25.1,<5,-,239,163,68.2,18,7.5,38,15.9,9,3.8,6,2.5,<5,-,<5,-
South East ,"Buckinghamshire, Oxfordshire and Berkshire West ",RTH,Oxford University Hospitals NHS Foundation Trust,RAD,John Radcliffe Hospital,England,644,51,7.9,97,15.1,51,J44,C34,C61,33,<5,<5,64.7,-,-,97,J44,C34,F03,55,9,<5,56.7,9.3,-,607,438,72.2,169,27.8,607,334,55,273,45,210,J44,J18,J96,60,40,7,28.6,19,3.3,453,J44,J18,J96,127,69,12,28,15.2,2.6,644,75,69,82,644,331,51.4,313,48.6,0,0,0,0,0,0,644,58,9,67,10.4,143,22.2,149,23.1,221,34.3,6,0.9,644,346,53.7,58,9,165,25.6,30,4.7,28,4.3,5,0.8,12,1.9
South East ,"Buckinghamshire, Oxfordshire and Berkshire West ",RHW,Royal Berkshire NHS Foundation Trust,RBE,Royal Berkshire Hospital,England,658,39,5.9,79,12,39,J44,C34,I21,29,<5,<5,74.4,-,-,79,J44,C34,I21,50,10,<5,63.3,12.7,-,629,452,71.9,177,28.1,629,346,55,283,45,279,J44,N18,J18,83,51,24,29.7,18.3,8.6,715,J44,N18,C34,185,155,56,25.9,21.7,7.8,658,73,67,81,658,341,51.8,317,48.2,0,0,0,0,0,0,658,73,11.1,140,21.3,84,12.8,121,18.4,228,34.7,12,1.8,658,377,57.3,64,9.7,149,22.6,36,5.5,12,1.8,9,1.4,11,1.7
South East ,Frimley Health and Care ,RDU,Frimley Health NHS Foundation Trust,FRM,Frimley Park Hospital,England,386,6,1.6,30,7.8,6,J44,C34,E88,<5,<5,<5,-,-,-,30,J44,C34,C67,20,<5,<5,66.7,-,-,385,288,74.8,97,25.2,385,212,55.1,173,44.9,118,J44,J18,R06,53,14,7,44.9,11.9,5.9,294,J44,J18,R06,106,36,19,36.1,12.2,6.5,386,75,66,82,386,182,47.2,204,52.8,0,0,0,0,0,0,386,13,3.4,52,13.5,70,18.1,82,21.2,163,42.2,6,1.6,386,265,68.7,31,8,56,14.5,25,6.5,6,1.6,<5,-,<5,-
South East ,Frimley Health and Care ,RDU,Frimley Health NHS Foundation Trust,WEX,Wexham Park Hospital,England,314,15,4.8,28,8.9,15,J44,C34,C45,11,<5,<5,73.3,-,-,28,J44,I50,C13,16,<5,<5,57.1,-,-,305,227,74.4,78,25.6,305,168,55.1,137,44.9,105,J44,J18,N18,42,10,9,40,9.5,8.6,262,J44,N18,J18,90,32,26,34.4,12.2,9.9,314,74,66,81,314,134,42.7,180,57.3,0,0,0,0,0,0,314,23,7.3,71,22.6,70,22.3,66,21,84,26.8,0,0,314,215,68.5,27,8.6,41,13.1,21,6.7,7,2.2,<5,-,<5,-
South East ,Hampshire and Isle of Wight ,RN5,Hampshire Hospitals NHS Foundation Trust,BNH,Basingstoke and North Hampshire Hospital,England,255,18,7.1,29,11.4,18,J44,C34,A40,11,<5,<5,61.1,-,-,29,J44,C34,A40,21,<5,<5,72.4,-,-,244,176,72.1,68,27.9,244,125,51.2,119,48.8,90,J44,J18,A09,32,7,<5,35.6,7.8,-,220,J44,J18,I50,91,17,7,41.4,7.7,3.2,255,74,66,81,255,121,47.5,133,52.2,0,0,0,0,<5,-,255,<5,-,70,27.5,33,12.9,85,33.3,57,22.4,6,2.4,255,152,59.6,29,11.4,46,18,18,7.1,<5,-,5,2,<5,-
South East ,Hampshire and Isle of Wight ,RN5,Hampshire Hospitals NHS Foundation Trust,RHC,Royal Hampshire County Hospital,England,352,23,6.5,46,13.1,23,J44,A49,C34,17,<5,<5,73.9,-,-,46,J44,C34,J43,27,<5,<5,58.7,-,-,338,270,79.9,68,20.1,338,196,58,142,42,75,J44,J18,C83,28,14,<5,37.3,18.7,-,225,J44,J18,C45,73,31,9,32.4,13.8,4,352,73,66,81,352,159,45.2,193,54.8,0,0,0,0,0,0,352,<5,-,85,24.1,58,16.5,88,25,107,30.4,12,3.4,352,203,57.7,36,10.2,72,20.5,30,8.5,8,2.3,<5,-,0,0
South East ,Hampshire and Isle of Wight ,R1F,Isle of Wight NHS Trust,IOW,"St Mary's Hospital, Newport",England,201,14,7,24,11.9,14,J44,E11,I25,11,<5,<5,78.6,-,-,24,J44,I25,E11,17,<5,<5,70.8,-,-,193,157,81.3,36,18.7,193,125,64.8,68,35.2,45,J44,J18,C90,15,6,<5,33.3,13.3,-,126,J44,J18,D46,44,14,12,34.9,11.1,9.5,201,73,65,80,201,110,54.7,91,45.3,0,0,0,0,0,0,201,39,19.4,77,38.3,41,20.4,30,14.9,7,3.5,7,3.5,201,135,67.2,10,5,45,22.4,5,2.5,<5,-,<5,-,<5,-
South East ,Hampshire and Isle of Wight ,RHU,Portsmouth Hospitals University NHS Trust,QAP,Queen Alexandra Hospital,England,1106,77,7,142,12.8,77,J44,C34,J47,57,6,<5,74,7.8,-,142,J44,C34,I25,93,13,<5,65.5,9.2,-,1059,830,78.4,229,21.6,1059,627,59.2,432,40.8,269,J44,J18,J96,115,34,12,42.8,12.6,4.5,707,J44,J18,J96,297,84,21,42,11.9,3,1106,74,66,81,1106,511,46.2,595,53.8,0,0,0,0,0,0,1106,344,31.1,232,21,209,18.9,167,15.1,147,13.3,7,0.6,1106,705,63.7,100,9,187,16.9,60,5.4,33,3,11,1,10,0.9
South East ,Hampshire and Isle of Wight ,RW1,Southern Health NHS Foundation Trust,LNF,Lymington New Forest Hospital,England,85,5,5.9,14,16.5,5,J44,C90,NA,<5,<5,NA,-,-,NA,14,J44,I21,C34,10,<5,<5,71.4,-,-,82,69,84.1,13,15.9,82,55,67.1,27,32.9,13,J44,J18,J47,5,<5,<5,38.5,-,-,34,J44,J18,J47,9,<5,<5,26.5,-,-,85,81,74,87,85,32,37.6,53,62.4,0,0,0,0,0,0,85,6,7.1,10,11.8,21,24.7,15,17.6,29,34.1,<5,-,85,62,72.9,<5,-,11,12.9,<5,-,<5,-,<5,-,<5,-
South East ,Hampshire and Isle of Wight ,RHM,University Hospital Southampton NHS Foundation Trust,SGH,Southampton General Hospital,England,770,31,4,71,9.2,31,J44,C34,I25,20,5,<5,64.5,16.1,-,71,J44,C34,I25,38,12,6,53.5,16.9,8.5,758,560,73.9,198,26.1,758,425,56.1,333,43.9,252,J44,J18,C34,112,26,8,44.4,10.3,3.2,617,J44,J18,C34,263,55,14,42.6,8.9,2.3,770,71,64,79,770,415,53.9,355,46.1,0,0,0,0,0,0,770,203,26.4,197,25.6,137,17.8,115,14.9,113,14.7,5,0.6,770,425,55.2,59,7.7,172,22.3,55,7.1,23,3,10,1.3,26,3.4
South East,Kent and Medway Integrated Care System,RN7,Dartford and Gravesham NHS Trust,DVH,Darent Valley Hospital,England,636,47,7.4,83,13.1,47,J44,C34,C64,35,5,<5,74.5,10.6,-,83,J44,C34,I25,46,6,<5,55.4,7.2,-,603,472,78.3,131,21.7,603,373,61.9,230,38.1,150,J44,J18,I50,46,17,5,30.7,11.3,3.3,357,J44,J18,I50,111,43,12,31.1,12,3.4,636,75,68,81,636,291,45.8,344,54.1,0,0,0,0,<5,-,636,138,21.7,159,25,152,23.9,106,16.7,74,11.6,7,1.1,636,420,66,41,6.4,114,17.9,33,5.2,16,2.5,0,0,12,1.9
South East ,Kent and Medway Integrated Care System,RVV,East Kent Hospitals University NHS Foundation Trust,QEQ,Queen Elizabeth the Queen Mother Hospital,England,511,44,8.6,75,14.7,44,J44,C34,B44,29,<5,<5,65.9,-,-,75,J44,C34,I25,52,<5,<5,69.3,-,-,487,371,76.2,116,23.8,487,286,58.7,201,41.3,142,J44,J18,N39,81,10,<5,57,7,-,340,J44,J18,I50,166,41,6,48.8,12.1,1.8,511,72,65,78,511,232,45.4,279,54.6,0,0,0,0,0,0,511,147,28.8,112,21.9,133,26,87,17,28,5.5,<5,-,511,296,57.9,50,9.8,109,21.3,34,6.7,13,2.5,<5,-,5,1
South East ,Kent and Medway Integrated Care System,RVV,East Kent Hospitals University NHS Foundation Trust,WHH,William Harvey Hospital,England,406,36,8.9,65,16,36,J44,C34,I71,28,<5,<5,77.8,-,-,65,J44,C34,J18,47,5,<5,72.3,7.7,-,386,315,81.6,71,18.4,386,234,60.6,152,39.4,88,J44,J18,N39,32,12,5,36.4,13.6,5.7,221,J44,J18,N39,92,33,7,41.6,14.9,3.2,406,74,67,81,406,170,41.9,236,58.1,0,0,0,0,0,0,406,94,23.2,118,29.1,92,22.7,77,19,20,4.9,5,1.2,406,241,59.4,35,8.6,79,19.5,29,7.1,10,2.5,5,1.2,7,1.7
South East ,Kent and Medway Integrated Care System,RWF,Maidstone and Tunbridge Wells NHS Trust,MAI,Maidstone General Hospital,England,378,22,5.8,51,13.5,22,J44,C34,C61,14,<5,<5,63.6,-,-,51,J44,C34,I48,30,6,<5,58.8,11.8,-,363,267,73.6,96,26.4,363,203,55.9,160,44.1,131,J44,J18,I50,39,24,5,29.8,18.3,3.8,330,J44,J18,C34,85,42,9,25.8,12.7,2.7,378,75,68,81,378,184,48.7,194,51.3,0,0,0,0,0,0,378,48,12.7,73,19.3,92,24.3,82,21.7,80,21.2,<5,-,378,233,61.6,39,10.3,72,19,11,2.9,14,3.7,<5,-,7,1.9
South East ,Kent and Medway Integrated Care System,RWF,Maidstone and Tunbridge Wells NHS Trust,TUN,Tunbridge Wells Hospital,England,367,17,4.6,40,10.9,17,J44,I71,C34,8,<5,<5,47.1,-,-,40,J44,C34,I71,25,<5,<5,62.5,-,-,353,270,76.5,83,23.5,353,205,58.1,148,41.9,141,J44,N18,J18,30,28,17,21.3,19.9,12.1,352,N18,J44,J18,80,77,33,22.7,21.9,9.4,367,75,69,82,367,187,51,180,49,0,0,0,0,0,0,367,9,2.5,30,8.2,102,27.8,93,25.3,130,35.4,<5,-,367,242,65.9,32,8.7,67,18.3,15,4.1,5,1.4,<5,-,5,1.4
South East ,Kent and Medway Integrated Care System,RPA,Medway NHS Foundation Trust,MDW,Medway Maritime Hospital,England,752,51,6.8,98,13,51,J44,I25,C34,37,<5,<5,72.5,-,-,98,J44,C34,I11,66,5,<5,67.3,5.1,-,723,549,75.9,174,24.1,723,428,59.2,295,40.8,204,J44,J18,A41,93,25,6,45.6,12.3,2.9,483,J44,J18,I50,191,59,10,39.5,12.2,2.1,752,74,67,81,752,342,45.5,410,54.5,0,0,0,0,0,0,752,245,32.6,215,28.6,138,18.4,102,13.6,42,5.6,10,1.3,752,436,58,55,7.3,179,23.8,41,5.5,23,3.1,7,0.9,11,1.5
South East ,Surrey Heartlands Health and Care ,RTK,Ashford and St. Peter's Hospitals NHS Foundation Trust,SPH,St Peter's Hospital,England,337,26,7.7,58,17.2,26,J44,C34,C80,18,<5,<5,69.2,-,-,58,J44,C34,F03,41,<5,<5,70.7,-,-,320,241,75.3,79,24.7,320,177,55.3,143,44.7,104,J44,J18,J15,42,17,<5,40.4,16.3,-,243,J44,J18,J15,93,34,8,38.3,14,3.3,337,75,68,82,337,161,47.8,176,52.2,0,0,0,0,0,0,337,<5,-,74,22,88,26.1,89,26.4,81,24,<5,-,337,206,61.1,27,8,69,20.5,21,6.2,6,1.8,<5,-,6,1.8
South East ,Surrey Heartlands Health and Care ,RA2,Royal Surrey County Hospital NHS Foundation Trust,RSU,Royal Surrey County Hospital,England,285,17,6,35,12.3,17,J44,C34,C64,10,<5,<5,58.8,-,-,35,J44,C34,I25,17,<5,<5,48.6,-,-,277,211,76.2,66,23.8,277,159,57.4,118,42.6,78,J44,J18,C44,30,13,<5,38.5,16.7,-,185,J44,J18,C44,59,25,10,31.9,13.5,5.4,285,75,69,81,285,151,53,134,47,0,0,0,0,0,0,285,11,3.9,13,4.6,51,17.9,93,32.6,115,40.4,<5,-,285,145,50.9,33,11.6,65,22.8,22,7.7,8,2.8,<5,-,8,2.8
South East ,Surrey Heartlands Health and Care ,RTP,Surrey and Sussex Healthcare NHS Trust,ESU,East Surrey Hospital,England,263,14,5.3,21,8,14,J44,C34,G30,12,<5,<5,85.7,-,-,21,J44,C34,G30,16,<5,<5,76.2,-,-,255,205,80.4,50,19.6,255,170,66.7,85,33.3,62,J44,J18,C34,23,7,<5,37.1,11.3,-,133,J44,J18,C67,46,16,5,34.6,12,3.8,263,73,65,80,263,122,46.4,141,53.6,0,0,0,0,0,0,263,10,3.8,63,24,66,25.1,58,22.1,61,23.2,5,1.9,263,157,59.7,24,9.1,61,23.2,10,3.8,6,2.3,<5,-,<5,-
South East ,Sussex Health and Care Partnership ,RXC,East Sussex Healthcare NHS Trust,CGH,Conquest Hospital,England,269,19,7.1,39,14.5,19,J44,C34,A41,13,<5,<5,68.4,-,-,39,J44,C34,I42,21,5,<5,53.8,12.8,-,259,209,80.7,50,19.3,259,164,63.3,95,36.7,61,J44,J18,C34,19,8,6,31.1,13.1,9.8,162,J44,J18,C34,44,15,12,27.2,9.3,7.4,269,73,66,79,269,139,51.7,130,48.3,0,0,0,0,0,0,269,94,34.9,72,26.8,54,20.1,38,14.1,9,3.3,<5,-,269,167,62.1,22,8.2,48,17.8,18,6.7,7,2.6,<5,-,6,2.2
South East ,Sussex Health and Care Partnership ,RXC,East Sussex Healthcare NHS Trust,DGE,Eastbourne District General Hospital,England,279,23,8.2,46,16.5,23,J44,C34,F03,18,<5,<5,78.3,-,-,46,J44,F03,I67,31,<5,<5,67.4,-,-,269,206,76.6,63,23.4,269,166,61.7,103,38.3,74,J44,J18,K59,20,19,<5,27,25.7,-,160,J44,J18,A41,52,27,8,32.5,16.9,5,279,73,66,80,279,150,53.8,129,46.2,0,0,0,0,0,0,279,49,17.6,62,22.2,73,26.2,62,22.2,27,9.7,6,2.2,279,167,59.9,35,12.5,46,16.5,19,6.8,9,3.2,<5,-,0,0
South East ,Sussex Health and Care Partnership ,RXH,University Hospitals Sussex NHS Foundation Trust,PRH,Princess Royal Hospital (Haywards Heath),England,30,0,0,<5,-,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,<5,I25,NA,NA,<5,NA,NA,100,NA,NA,29,21,72.4,8,27.6,29,16,55.2,13,44.8,23,J44,N17,E55,18,<5,<5,78.3,-,-,33,J44,N17,A41,23,<5,<5,69.7,-,-,30,74,68,82,30,15,50,15,50,0,0,0,0,0,0,30,0,0,<5,-,7,23.3,9,30,12,40,<5,-,30,18,60,<5,-,6,20,<5,-,<5,-,0,0,0,0
South East ,Sussex Health and Care Partnership ,RXH,University Hospitals Sussex NHS Foundation Trust,RSC,Royal Sussex County Hospital,England,181,<5,-,20,11,<5,J44,C34,NA,<5,<5,NA,-,-,NA,20,J44,C20,C34,14,<5,<5,70,-,-,179,134,74.9,45,25.1,179,105,58.7,74,41.3,55,J18,J44,R06,15,15,<5,27.3,27.3,-,117,J44,J18,R06,37,25,5,31.6,21.4,4.3,181,74,67,79,181,62,34.3,119,65.7,0,0,0,0,0,0,181,52,28.7,44,24.3,42,23.2,25,13.8,15,8.3,<5,-,181,127,70.2,5,2.8,33,18.2,11,6.1,0,0,<5,-,<5,-
